time_ms,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps
49053,-0.048312,0.003904,1.038464,0.210000,-0.630000,0.770000
49173,-0.044408,0.000976,1.039928,0.350000,-0.980000,0.840000
49327,-0.047336,0.004392,1.037488,0.630000,-0.840000,0.840000
49455,-0.047824,0.003416,1.037976,0.490000,-0.910000,0.840000
49570,-0.049776,0.005368,1.038952,0.560000,-0.770000,0.840000
49683,-0.047824,0.005368,1.037488,-0.630000,-0.770000,0.700000
49798,-0.047824,-0.021472,1.035048,0.910000,-0.630000,4.410000
49912,-0.050752,0.001464,1.038952,0.490000,-0.700000,1.330000
50021,-0.047336,0.015128,1.030168,0.420000,0.000000,1.750000
50129,-0.050264,0.010248,1.040904,0.980000,1.190000,0.910000
50280,-0.068808,0.003904,1.003816,0.630000,3.220000,1.890000
50406,-0.069784,0.002440,1.046272,1.050000,-0.560000,0.700000
50521,-0.072224,0.014640,1.055056,0.350000,7.910000,0.280000
50637,-0.094184,0.008784,1.038952,0.000000,7.140000,0.910000
50762,-0.111752,0.005368,1.048712,0.350000,6.020000,0.280000
50884,-0.136152,0.014640,1.001864,0.350000,10.780000,0.840000
50996,-0.150304,0.014152,1.024800,0.770000,7.350000,0.910000
