time_ms,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps
4157,-1.019920,0.006344,0.051728,0.910000,-2.380000,0.700000
4209,-1.020408,0.010248,0.017080,0.560000,0.490000,0.700000
4259,-1.016992,0.006344,0.010736,0.350000,0.490000,0.840000
4309,-1.020408,0.004880,0.017080,0.840000,-1.750000,0.840000
4359,-1.014552,0.014640,0.003904,1.190000,-1.190000,0.840000
4409,-1.016504,0.002928,0.036600,1.050000,-1.610000,0.770000
4504,-1.016016,0.007320,0.026840,0.840000,-1.330000,0.770000
4554,-1.019432,0.007320,0.018544,0.630000,-1.120000,0.770000
4604,-1.016016,0.006344,0.011224,0.630000,-0.700000,0.980000
4654,-1.022360,0.007808,0.024400,0.910000,-2.380000,0.770000
4704,-1.018456,0.007808,0.009760,0.770000,-1.610000,0.910000
4754,-1.016992,0.005856,0.033184,0.630000,-1.190000,0.910000
4804,-1.016016,0.009272,0.014152,0.770000,-0.770000,0.770000
4856,-1.018456,0.002440,0.036600,0.630000,-0.280000,0.770000
4906,-1.015040,0.009272,0.001464,0.700000,-0.910000,0.840000
4956,-1.016016,0.008296,0.037576,0.770000,-1.260000,0.700000
5006,-1.018456,0.010248,0.009272,0.700000,-0.140000,0.910000
5056,-1.014552,0.011712,0.018056,0.560000,-0.980000,0.630000
5106,-1.016016,0.007320,0.020008,0.210000,-0.350000,0.700000
5156,-1.015040,0.013176,0.006344,0.490000,0.490000,0.770000
5207,-1.017968,0.012688,0.014152,0.210000,-1.120000,0.490000
5257,-1.018944,0.003416,0.016592,0.420000,-0.700000,0.980000
5307,-1.016016,0.008784,0.030256,0.490000,-0.350000,0.700000
5357,-1.019920,0.012200,0.006832,0.560000,-0.770000,0.630000
5407,-1.019432,0.000000,0.034160,0.490000,-0.280000,0.840000
5514,-1.021384,0.003416,0.020008,0.490000,-1.120000,0.770000
5565,-1.017480,0.003904,0.024888,0.840000,-0.350000,0.910000
5615,-1.018456,0.011712,0.023424,0.350000,-1.890000,0.700000
5665,-1.018944,0.002440,0.028304,0.350000,1.050000,0.980000
5715,-1.026752,0.010248,-0.002928,0.350000,-2.310000,0.840000
5767,-1.021384,0.004392,0.041480,0.140000,0.560000,0.700000
5817,-1.015040,0.015616,-0.002928,0.280000,-0.280000,0.770000
5867,-1.023824,0.010736,0.024888,0.420000,0.140000,0.560000
5917,-1.025288,0.004880,0.008296,1.050000,-5.600000,0.840000
5967,-1.012600,-0.001952,0.059048,0.840000,1.330000,1.050000
6017,-1.011624,0.006832,0.008784,0.280000,2.800000,0.350000
6067,-1.022360,0.007808,-0.019032,0.630000,-0.350000,0.560000
6117,-1.013088,0.000976,0.037088,1.120000,-2.450000,0.910000
6169,-1.016016,0.016592,0.000976,0.980000,-1.750000,0.700000
6219,-1.017968,0.001464,0.053192,0.560000,1.330000,0.910000
6269,-1.016016,0.010248,-0.018056,0.420000,-1.260000,0.840000
6319,-1.014552,0.008296,0.041480,0.910000,-0.910000,0.490000
6369,-1.018456,0.006344,0.000488,1.540000,-0.770000,0.700000
6419,-1.015528,0.007808,0.024888,2.170000,-1.470000,0.770000
6517,-1.013576,0.007320,0.014640,0.560000,-0.630000,0.770000
6567,-1.019920,0.008784,0.013176,0.280000,-1.190000,1.050000
6620,-0.999912,0.010248,0.020496,0.280000,-2.170000,0.770000
6670,-1.014064,0.009272,0.021472,0.490000,-1.190000,0.700000
6720,-1.019920,0.000976,-0.000488,0.000000,0.210000,0.630000
6770,-1.014552,0.014152,0.028792,0.490000,-1.400000,0.840000
6822,-1.016504,-0.002928,0.002928,-0.140000,1.120000,0.700000
6872,-1.014064,0.009272,-0.018056,0.630000,-2.520000,1.050000
6922,-1.014552,0.014640,0.032208,0.980000,-3.920000,0.770000
6972,-1.018944,0.008296,0.041968,0.770000,-0.700000,0.910000
7022,-1.014552,0.015128,0.014152,0.420000,-0.560000,0.700000
7072,-1.016992,0.006344,0.016104,0.280000,-0.210000,0.630000
7124,-1.020408,0.002440,0.017568,0.350000,-1.190000,0.770000
7175,-1.019432,0.010248,0.027328,0.490000,-1.330000,0.840000
7226,-1.019920,0.003904,0.006832,0.700000,-2.030000,0.420000
7276,-1.019432,0.006832,0.038064,0.700000,0.140000,0.770000
7326,-1.016016,0.011224,0.011712,0.420000,-0.210000,0.910000
7376,-1.015040,0.008296,0.028792,0.420000,-1.330000,0.560000
7427,-1.019920,0.004392,0.011712,0.350000,-0.280000,0.910000
7517,-1.022360,0.004392,0.049288,0.560000,-0.070000,0.630000
7567,-1.022360,0.005856,0.003904,0.210000,1.330000,1.050000
7617,-1.015528,0.009272,0.018056,0.560000,-2.590000,0.770000
7668,-1.020896,0.006832,0.029768,0.490000,0.210000,0.840000
7718,-1.021384,0.006832,0.030744,0.420000,-1.330000,0.840000
7768,-1.021872,0.004880,0.014640,0.490000,0.140000,0.770000
7818,-1.016992,0.004880,0.034648,0.560000,0.000000,0.490000
7868,-1.021384,0.005368,0.007320,0.350000,-1.190000,0.630000
7920,-1.017968,0.009272,0.030256,0.700000,-0.910000,0.840000
7970,-1.018944,0.005368,0.017080,0.770000,-1.750000,0.700000
8020,-1.017480,0.011224,0.014152,0.420000,-0.560000,0.770000
8070,-1.016992,0.007808,0.035136,0.420000,-0.350000,0.700000
8120,-1.016504,0.011712,-0.009272,0.420000,-0.910000,0.700000
8170,-1.018944,0.007320,0.042944,0.350000,-1.890000,0.770000
8223,-1.019432,0.002928,0.006832,0.280000,-0.350000,0.840000
8273,-1.012600,0.013664,0.031232,0.140000,-0.420000,0.840000
8323,-1.022848,0.004880,0.023424,0.350000,0.910000,0.630000
8373,-1.021872,0.004392,0.000488,0.350000,-2.310000,0.840000
8423,-1.015528,0.012688,0.047824,0.770000,-1.120000,0.840000
8518,-1.016992,0.008784,-0.002928,0.420000,-0.140000,0.770000
8568,-1.016504,0.013176,0.033184,0.420000,-0.980000,0.630000
8618,-1.018944,0.001952,0.018056,0.560000,-0.140000,0.630000
8670,-1.019432,0.005856,0.019520,0.560000,-1.190000,0.840000
8722,-1.015040,0.010736,0.018056,0.770000,-2.100000,0.910000
8772,-1.019432,0.007808,0.027328,0.560000,0.420000,0.770000
8824,-1.020408,0.006344,0.016104,0.630000,-1.960000,0.980000
8874,-1.016016,0.004880,0.004392,0.420000,0.000000,0.630000
8924,-1.021384,0.008296,0.045872,0.630000,-1.890000,0.910000
8974,-1.016992,0.008784,0.005856,0.560000,-0.630000,0.770000
9026,-1.019432,-0.001464,0.047336,0.350000,0.700000,0.560000
9076,-1.021872,0.013176,0.001952,-0.070000,-0.070000,0.910000
9126,-1.017480,0.010736,0.013176,0.420000,-0.630000,0.770000
9176,-1.019432,0.009760,-0.005856,0.770000,-2.310000,0.770000
9226,-1.016992,0.006832,0.029768,1.400000,-3.850000,0.770000
9276,-1.019432,-0.004392,0.051240,0.700000,0.560000,0.630000
9330,-1.006744,0.016592,0.010248,0.700000,0.140000,0.700000
9380,-1.018944,0.006344,-0.002928,0.560000,0.910000,0.560000
9430,-1.016504,0.011224,0.015616,3.430000,-1.540000,1.050000
9522,-1.016504,0.006344,0.045384,1.400000,-1.330000,0.770000
9572,-1.019432,0.004880,-0.000976,1.260000,0.000000,0.910000
9625,-1.016016,0.015616,0.037576,0.980000,-1.470000,0.840000
9675,-1.015040,0.003904,0.006344,0.350000,-0.490000,0.770000
9725,-1.016016,-0.000488,0.039040,0.700000,-0.420000,1.120000
9776,-1.019432,0.013664,0.003416,0.490000,-1.400000,1.050000
9829,-1.019432,0.002928,0.040992,1.050000,-0.280000,1.260000
9879,-1.021384,0.013176,0.045384,0.700000,3.850000,1.190000
9929,-1.021384,0.013176,-0.022936,-0.770000,1.610000,0.980000
9979,-1.022360,0.004880,0.055144,-0.770000,0.350000,0.420000
10029,-1.017480,0.013176,0.022936,-0.980000,6.930000,0.420000
10079,-1.018944,0.011712,-0.042456,0.140000,-1.120000,0.560000
10129,-1.017968,0.000488,0.038552,0.910000,-4.060000,0.560000
10179,-1.017480,0.011224,-0.004880,1.120000,-0.420000,0.770000
10229,-1.014064,0.015128,-0.014152,0.490000,-5.530000,0.700000
10279,-1.020408,0.002928,0.050752,0.700000,-2.730000,0.840000
10329,-1.016504,0.008784,0.004392,0.000000,2.100000,1.050000
10379,-1.016016,0.002928,0.004392,-0.210000,-0.210000,0.770000
10429,-1.017480,0.003904,-0.005368,0.420000,-3.080000,0.980000
10524,-1.016016,0.014640,0.031232,0.000000,1.190000,0.770000
10581,-1.019432,0.006344,-0.000488,0.000000,1.540000,0.700000
10634,-1.016992,0.052704,0.010248,-0.280000,2.870000,0.700000
10684,-1.020408,-0.011224,-0.018056,1.190000,-0.420000,0.420000
10735,-1.015040,-0.015128,0.061976,1.330000,3.990000,0.420000
10785,-1.014064,0.024400,0.061000,0.560000,6.510000,1.750000
10835,-1.017480,0.012688,-0.013176,0.420000,5.810000,0.770000
10889,-1.015040,0.006344,-0.010736,2.450000,7.630000,1.260000
10939,-1.015528,0.013664,-0.065392,1.610000,3.290000,0.770000
10989,-1.015528,0.008784,-0.040016,0.070000,-3.360000,0.350000
11039,-1.014552,0.002440,0.003904,0.140000,-1.190000,0.700000
11090,-1.015528,0.012200,-0.018056,1.540000,1.540000,0.770000
11140,-1.016504,0.007808,-0.025376,0.210000,0.140000,0.770000
11190,-1.016992,0.005368,-0.024888,0.280000,-1.260000,0.910000
11240,-1.016504,0.016592,-0.021472,0.420000,-0.140000,0.490000
11290,-1.019432,0.007320,-0.021472,0.490000,-0.910000,0.700000
11340,-1.019432,0.009760,-0.026352,0.350000,-0.770000,0.770000
11391,-1.017480,0.008296,-0.018544,0.350000,-2.100000,0.770000
11441,-1.016992,0.010248,-0.015128,0.070000,-1.260000,0.700000
11519,-1.016504,0.008784,-0.018544,0.420000,-1.820000,0.630000
11569,-1.018944,0.005368,-0.010736,1.190000,-1.050000,0.700000
11619,-1.017968,0.009760,-0.020496,0.910000,-0.840000,0.770000
11671,-1.018456,0.007808,-0.015616,2.450000,-1.050000,0.840000
11721,-1.016504,0.010736,-0.031720,1.540000,-0.980000,0.420000
11774,-1.017480,0.009272,-0.013664,1.260000,-1.750000,0.840000
11824,-1.016504,0.008296,-0.008296,1.680000,-1.050000,0.980000
11875,-1.016504,0.009272,-0.021960,0.140000,-1.400000,0.700000
11925,-1.015528,0.007808,-0.019032,0.000000,-2.730000,0.910000
11975,-1.016992,0.006832,-0.007320,1.470000,-2.100000,1.120000
12025,-1.014552,0.012200,-0.012688,0.140000,-0.210000,0.910000
12075,-1.016016,0.013176,-0.021960,0.630000,-1.120000,0.630000
12125,-1.019920,0.009760,-0.015128,-0.210000,-1.750000,0.910000
12175,-1.016016,0.016592,-0.001952,0.770000,-0.980000,0.700000
12229,-1.018944,0.006832,-0.021960,1.610000,-0.910000,0.700000
12279,-1.016992,0.008296,-0.005856,2.030000,-1.680000,0.770000
12329,-1.017968,0.014152,-0.009760,2.030000,-1.120000,0.770000
12379,-1.016016,0.004880,-0.011224,3.430000,-1.470000,0.840000
12429,-1.017480,0.011224,-0.010736,4.550000,-2.170000,0.840000
12519,-1.016992,0.002440,-0.018544,11.900000,-0.630000,1.610000
12569,-1.016504,0.007320,-0.018544,14.000000,-1.750000,0.980000
12619,-1.016016,0.013664,-0.004880,18.549999,-2.520000,1.260000
12670,-1.017968,0.010248,-0.019032,14.770000,-2.660000,1.330000
12720,-1.017480,0.015616,-0.000976,11.830000,-2.800000,1.050000
12770,-1.016992,0.010736,0.002928,9.450000,-1.540000,1.050000
12824,-1.019432,0.017080,-0.004880,10.850000,0.000000,0.910000
12874,-1.016016,0.008784,-0.000976,14.490000,-0.560000,1.190000
12924,-1.016992,0.012200,-0.012200,14.910000,0.210000,0.980000
12974,-1.016504,0.005368,-0.027816,14.280000,-2.380000,1.190000
13025,-1.016992,0.020984,0.007808,12.110000,-3.080000,0.630000
13075,-1.016504,0.015616,0.001952,13.930000,-0.980000,1.120000
13125,-1.017480,0.006344,-0.005368,17.990000,-1.330000,1.190000
13177,-1.018456,0.013176,-0.012200,15.260000,-0.280000,0.770000
13227,-1.014552,0.002440,0.009272,15.540000,-1.050000,1.680000
13277,-1.016504,0.010248,-0.020008,12.250000,1.330000,0.420000
13327,-1.015528,0.000976,-0.016104,12.810000,-2.310000,1.540000
13377,-1.016992,0.015616,0.004880,8.120000,-2.100000,0.980000
13427,-1.014552,0.012688,-0.004880,9.870000,0.560000,1.120000
13520,-1.015528,0.001464,-0.013176,5.320000,-1.120000,1.260000
13570,-1.017968,0.016592,0.007808,7.070000,1.120000,0.980000
13620,-1.017480,0.008784,-0.028304,6.790000,1.400000,0.840000
13670,-1.017968,0.002440,-0.014640,8.610000,-0.630000,1.400000
13720,-1.016992,0.019032,-0.013176,6.720000,-0.070000,0.630000
13770,-1.020408,0.004392,-0.038064,4.620000,-3.850000,0.980000
13820,-1.018944,0.011712,-0.001952,5.600000,-3.150000,0.840000
13870,-1.016992,0.005856,0.002928,6.790000,-0.700000,1.050000
13921,-1.016504,0.013176,-0.003416,7.140000,-0.420000,0.910000
13971,-1.017480,0.005856,-0.010248,6.580000,0.000000,1.120000
14021,-1.019432,0.003904,-0.018056,5.040000,-1.680000,1.330000
14071,-1.015528,0.016104,0.000488,3.430000,-0.420000,0.840000
14121,-1.016016,0.012688,-0.002440,4.900000,-0.350000,0.980000
14171,-1.013576,0.004392,-0.023424,4.970000,-1.120000,0.840000
14221,-1.017968,0.009760,-0.012200,5.180000,-1.120000,0.560000
14271,-1.016992,0.012688,-0.006344,4.900000,-1.050000,0.980000
14321,-1.017480,-0.004392,-0.024888,7.630000,-0.350000,1.260000
14371,-1.015528,0.015616,-0.009272,6.930000,0.070000,0.910000
14423,-1.016504,0.012688,-0.013664,6.720000,-0.770000,1.050000
14516,-1.016504,0.010736,-0.007808,7.280000,-1.750000,0.980000
14566,-1.016016,0.013176,-0.009272,8.050000,-2.310000,1.470000
14618,-1.017480,0.007808,-0.003416,8.190000,-1.470000,1.120000
14669,-1.017480,0.011224,-0.001952,10.080000,-0.350000,1.190000
14719,-1.017480,0.006832,-0.011224,11.060000,0.000000,1.330000
14769,-1.020896,0.017568,-0.016104,11.480000,1.190000,0.980000
14819,-1.017480,0.006344,-0.025864,14.000000,0.630000,1.190000
14869,-1.017968,0.008784,-0.024888,13.300000,-0.630000,1.540000
14919,-1.015528,-0.000488,-0.023424,11.550000,0.350000,0.980000
14970,-1.016504,0.004392,-0.024400,11.130000,-1.680000,1.400000
15020,-1.017480,0.004880,-0.015616,9.100000,-2.590000,1.120000
15070,-1.016016,0.014640,-0.002440,9.310000,-0.560000,0.910000
15120,-1.016016,0.008784,-0.015128,9.730000,-0.210000,1.610000
15170,-1.015528,0.028792,-0.024400,11.900000,-1.050000,1.470000
15220,-1.017480,0.017568,-0.032208,11.060000,-3.920000,1.260000
15270,-1.017480,0.005368,-0.000976,12.530000,-4.410000,1.540000
15320,-1.017968,0.012200,-0.002440,14.140000,-2.030000,1.120000
15372,-1.016504,-0.000976,-0.007320,13.930000,-1.890000,1.610000
15422,-1.015528,0.018056,0.009760,14.210000,-0.560000,1.190000
15521,-1.018944,0.007320,-0.015128,11.480000,-1.260000,1.540000
15574,-1.016016,0.009760,-0.009760,13.020000,-0.140000,1.120000
15624,-1.016992,0.011224,-0.021960,8.120000,-1.540000,1.190000
15674,-1.017968,0.002928,-0.012688,9.730000,-1.960000,1.050000
15724,-1.016504,0.011712,-0.007808,6.860000,-2.100000,1.120000
15774,-1.015040,0.003904,-0.016592,2.450000,-2.380000,1.330000
15824,-1.013088,0.007320,-0.000976,0.770000,-3.430000,0.280000
15874,-1.017480,0.016104,0.009760,1.190000,-2.940000,1.120000
15927,-1.014064,0.012200,0.007808,-3.080000,-0.420000,0.560000
15979,-1.018456,0.011712,-0.013664,-9.520000,1.260000,-0.280000
16032,-1.018944,0.018544,-0.017080,-9.730000,-2.380000,1.400000
16082,-1.015528,0.011224,0.002440,-10.710000,-2.870000,0.630000
16134,-1.016992,0.009760,0.018056,-9.940000,0.140000,0.490000
16186,-1.017968,0.017568,-0.006832,-13.160000,2.170000,0.280000
16240,-1.017968,0.019032,0.003904,-11.620000,2.730000,-0.210000
16292,-1.017968,0.017568,-0.024888,-13.580000,1.960000,0.280000
16342,-1.018944,0.019520,-0.014152,-8.400000,-0.840000,0.350000
16392,-1.016016,0.018544,-0.013176,-10.570000,-1.540000,0.840000
16442,-1.016992,0.008784,-0.020984,-14.070000,-3.150000,0.070000
16506,-1.014064,0.010248,0.008784,-15.190000,-2.380000,0.070000
16556,-1.016504,0.000000,0.001464,-17.219999,-1.610000,0.280000
16606,-1.017968,0.022448,0.015128,-13.020000,1.400000,-0.420000
16656,-1.017968,0.003904,-0.017080,-15.260000,0.280000,0.490000
16706,-1.014552,0.010736,-0.006344,-14.350000,0.070000,0.070000
16758,-1.015040,0.012688,-0.024888,-17.430000,-0.980000,0.000000
16808,-1.018944,0.015616,0.008784,-17.010000,-1.190000,0.140000
16859,-1.017968,0.008784,0.008784,-16.870001,1.190000,0.000000
16909,-1.017480,0.003904,-0.027816,-17.010000,0.770000,-0.210000
16959,-1.016992,0.007808,-0.001464,-15.890000,0.560000,0.280000
17009,-1.017480,0.015128,0.004880,-14.140000,1.890000,-0.210000
17063,-1.014552,0.008784,-0.002440,-17.639999,3.990000,0.350000
17114,-1.014552,0.020984,0.005856,-14.840000,7.560000,-0.210000
17166,-1.016992,0.000000,-0.047824,-13.790000,6.440000,0.490000
17217,-1.016016,0.007320,-0.040992,-14.210000,1.750000,-0.140000
17267,-1.019920,0.000488,-0.053192,-16.100000,0.070000,-0.280000
17317,-1.016992,0.003904,-0.032696,-13.230000,-1.890000,0.280000
17368,-1.018456,0.016592,-0.022936,-12.530000,-2.170000,0.140000
17418,-1.016504,0.009272,-0.030256,-14.980000,-1.330000,-0.140000
17522,-1.015528,0.002928,-0.027328,-15.050000,1.680000,0.280000
17572,-1.015528,0.013664,-0.018544,-14.630000,1.330000,-0.210000
17622,-1.016016,0.003416,-0.027816,-13.300000,1.330000,0.070000
17674,-1.014552,0.029280,-0.047824,-14.630000,0.560000,-0.560000
17724,-1.013576,0.012688,-0.036112,-16.240000,-1.610000,-0.070000
17776,-1.016504,0.010248,-0.006344,-11.200000,0.350000,0.140000
17826,-1.018944,0.004392,-0.045384,-12.810000,0.630000,0.000000
17876,-1.017480,0.012200,-0.045872,-11.690000,-0.350000,0.070000
17926,-1.015528,0.003904,-0.027816,-12.530000,-0.770000,0.140000
17976,-1.015528,0.001464,-0.053680,-12.740000,-2.100000,0.000000
18026,-1.014552,0.015616,-0.024400,-10.640000,-1.820000,0.210000
18077,-1.016992,0.000488,-0.019520,-7.560000,-0.630000,0.910000
18127,-1.016016,0.008784,-0.021960,-8.330000,1.260000,0.140000
18177,-1.018456,0.007320,-0.028792,-8.120000,0.560000,0.210000
18227,-1.015528,0.004880,-0.042944,-7.700000,0.700000,-0.280000
18277,-1.014552,-0.003416,-0.034648,-4.550000,-1.820000,0.980000
18327,-1.017968,0.010736,-0.046848,-5.880000,-3.220000,0.350000
18377,-1.018944,-0.001952,-0.029768,-4.550000,-4.410000,0.910000
18430,-1.018456,0.007808,0.021472,0.700000,0.000000,1.890000
18522,-1.017968,0.006832,-0.044408,3.780000,0.420000,0.910000
18572,-1.018456,0.006832,-0.028792,2.730000,-0.420000,0.700000
18622,-1.018944,0.006832,-0.051240,1.750000,0.280000,0.840000
18672,-1.014552,0.020008,-0.043920,0.280000,-3.220000,0.560000
18723,-1.017480,-0.013176,-0.021960,0.700000,-2.870000,1.330000
18773,-1.013576,0.017568,-0.022936,0.000000,0.560000,0.630000
18823,-1.018456,0.004392,-0.037576,-0.980000,-0.770000,1.050000
18873,-1.017480,0.007808,-0.024400,0.070000,-1.050000,0.770000
18923,-1.017480,0.012200,-0.035624,-0.770000,-0.420000,0.420000
18973,-1.015528,0.009272,-0.030256,0.140000,-0.350000,0.700000
19026,-1.016016,0.006344,-0.043920,0.630000,-2.310000,0.770000
19076,-1.014552,0.011712,-0.028304,0.770000,-2.310000,0.910000
19126,-1.015528,0.011712,-0.015616,0.840000,-0.560000,0.630000
19176,-1.016504,0.011224,-0.035136,-0.070000,0.350000,0.980000
19226,-1.017480,0.011712,-0.036112,-0.070000,0.000000,0.560000
19276,-1.017480,0.007320,-0.040016,-0.700000,-2.030000,0.560000
19326,-1.016504,0.006832,-0.012688,-2.870000,-1.680000,0.630000
19376,-1.018456,0.021472,-0.037576,-12.390000,0.210000,0.490000
19427,-1.016504,0.004392,-0.007808,-17.850000,0.070000,-0.210000
19519,-1.012112,0.009760,-0.021472,-17.780001,0.350000,-0.560000
19569,-1.015040,0.011712,-0.003904,-17.080000,3.710000,0.210000
19619,-1.016504,0.020496,-0.062952,-23.100000,1.120000,-0.420000
19669,-1.015040,0.024888,-0.034160,-20.790001,0.070000,0.210000
19719,-1.015040,0.012200,-0.026840,-18.270000,-0.700000,-0.560000
19769,-1.016016,0.005368,-0.038064,-20.090000,-1.820000,-0.280000
19819,-1.015040,0.017568,-0.031720,-16.660000,-3.150000,-0.490000
19869,-1.015040,0.009272,-0.029280,-11.830000,-2.660000,0.210000
19919,-1.016016,0.000976,-0.023424,-16.240000,-1.610000,0.210000
19969,-1.014552,0.022936,-0.012200,-17.639999,0.770000,-0.560000
20019,-1.017968,0.001464,-0.040016,-17.780001,-0.770000,-0.140000
20069,-1.016016,0.005368,-0.029280,-15.680000,-1.190000,0.000000
20119,-1.014552,0.007808,-0.041480,-15.960000,-0.910000,0.210000
20169,-1.018944,0.012200,-0.020984,-15.330000,-2.730000,0.140000
20219,-1.014064,0.011712,-0.025376,-14.840000,-2.800000,-0.140000
20269,-1.016016,0.003904,-0.017568,-16.170000,-3.010000,0.280000
20319,-1.018456,-0.000488,-0.001464,-12.320000,-0.980000,0.140000
20369,-1.016504,0.019032,-0.022448,-15.820000,2.310000,0.140000
20419,-1.015528,0.009272,-0.012688,-15.960000,2.520000,0.630000
20521,-1.017968,0.014640,-0.037576,-17.290001,-0.280000,-0.280000
20571,-1.018944,0.007808,-0.025376,-13.440000,-0.350000,0.350000
20621,-1.015528,0.017568,-0.035136,-14.630000,-1.960000,-0.280000
20672,-1.016016,0.011224,-0.008296,-12.810000,-0.490000,0.350000
20722,-1.016992,0.003416,-0.029768,-14.000000,0.490000,0.210000
20774,-1.014064,0.011712,-0.017568,-10.920000,2.170000,0.350000
20827,-1.015528,0.008784,-0.042944,-13.020000,0.630000,0.070000
20880,-1.014064,0.019032,-0.039040,-10.220000,-1.050000,0.210000
20930,-1.016992,0.007320,-0.035136,-13.930000,-4.480000,0.210000
20980,-1.017480,0.007320,-0.019032,-11.760000,-4.620000,0.280000
21030,-1.017480,0.008784,-0.006344,-10.500000,-2.240000,0.420000
21081,-1.016504,0.027328,-0.007808,-10.080000,-0.420000,0.280000
21131,-1.020408,0.000000,-0.017568,-10.360000,-0.070000,0.350000
21181,-1.017480,0.018056,-0.023424,-9.520000,0.560000,0.280000
21231,-1.014064,0.016592,-0.026840,-9.240000,-0.910000,0.560000
21281,-1.018456,0.001952,-0.011712,-11.200000,0.070000,0.070000
21331,-1.015040,-0.000976,-0.014640,-13.930000,1.820000,0.770000
21381,-1.016504,0.013664,-0.029768,-14.840000,0.210000,-0.210000
21433,-1.016016,0.017080,-0.031720,-11.130000,0.000000,0.210000
21520,-1.015528,0.001952,-0.029280,-16.100000,-2.730000,-0.070000
21571,-1.018456,0.002928,-0.020496,-15.400000,-3.290000,0.210000
21622,-1.014552,0.014640,-0.009272,-10.920000,-1.960000,0.420000
21672,-1.013576,0.006832,-0.015128,-14.280000,-1.750000,0.000000
21723,-1.018944,0.017568,0.002440,-8.190000,0.280000,0.490000
21773,-1.019920,0.010248,-0.025864,-8.400000,0.980000,0.840000
21823,-1.018944,0.016104,-0.027328,-3.850000,-0.980000,0.700000
21873,-1.015528,0.005368,-0.036112,-2.170000,-2.940000,0.770000
21923,-1.016992,0.016592,0.007320,3.360000,-2.660000,1.470000
